,Unnamed: 0,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,tmdb_id,poster_url
359,359,False,/3jV6krPbTWed7HI4sPmg2uUq6Uc.jpg,"[18, 10749]",1337411,tl,Obsesyon,"A middle-aged woman becomes obsessed with a student, who has a crush on her stepdaughter. Every time the young man becomes intimate with the daughter, the woman fantasizes that she is with him.",15.6321,/trn8Iz80atofrlCP6VOEFRRacRK.jpg,2025-07-04,Obsesyon,False,8.333,3,1337411,https://image.tmdb.org/t/p/w500/trn8Iz80atofrlCP6VOEFRRacRK.jpg
360,360,False,/3jV6krPbTWed7HI4sPmg2uUq6Uc.jpg,"[18, 10749]",1337411,tl,Obsesyon,"A middle-aged woman becomes obsessed with a student, who has a crush on her stepdaughter. Every time the young man becomes intimate with the daughter, the woman fantasizes that she is with him.",15.6321,/trn8Iz80atofrlCP6VOEFRRacRK.jpg,2025-07-04,Obsesyon,False,8.333,3,1337411,https://image.tmdb.org/t/p/w500/trn8Iz80atofrlCP6VOEFRRacRK.jpg
361,361,False,/qi6Edc1OPcyENecGtz8TF0DUr9e.jpg,"[27, 9648, 53]",423108,en,The Conjuring: The Devil Made Me Do It,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",14.3667,/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg,2021-05-25,The Conjuring: The Devil Made Me Do It,False,7.405,6101,423108,https://image.tmdb.org/t/p/w500/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg
362,362,False,/x4biAVdPVCghBlsVIzB6NmbghIz.jpg,[37],429,it,"Il buono, il brutto, il cattivo","While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",15.0618,/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,1966-12-22,"The Good, the Bad and the Ugly",False,8.465,9087,429,https://image.tmdb.org/t/p/w500/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg
363,363,False,/k2IG59OuBGdCzSMQcfzFSnNMPZe.jpg,"[18, 35]",1252745,es,Azul de niño,"A married woman discovers her husband is having an affair with a male prostitute and wants to meet the lover to get answers. However, her plans are interrupted when she gets a heart-stopping call from the hospital — her husband had a stroke and is lying unconscious. The wife and the lover — who fell in love with the husband — both rush to the hospital, and the remainder of the film highlights the dynamic of the two grappling with their situation as they both wait for the husband to recover in the ICU.",12.6476,/lHd3YgFQf2CvyDgeUVV2TgAxl3R.jpg,2025-03-05,Blue for a Boy,False,10.0,3,1252745,https://image.tmdb.org/t/p/w500/lHd3YgFQf2CvyDgeUVV2TgAxl3R.jpg
364,364,False,/4rsomWxlqnHt3muGYK06auhOib6.jpg,"[10749, 18, 35]",818647,es,A través de mi ventana,"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",14.5,/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg,2022-02-04,Through My Window,False,7.364,3255,818647,https://image.tmdb.org/t/p/w500/jmkpZvMVIRrMFevxzOubSBfG0s0.jpg
365,365,False,/y51M7Ca95sCXTCDvJaRP1uzxKbg.jpg,"[10752, 28, 36]",652,en,Troy,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy.",14.4992,/a07wLy4ONfpsjnBqMwhlWTJTcm.jpg,2004-05-13,Troy,False,7.165,10524,652,https://image.tmdb.org/t/p/w500/a07wLy4ONfpsjnBqMwhlWTJTcm.jpg
366,366,False,/y2DB71C4nyIdMrANijz8mzvQtk6.jpg,"[28, 80, 18, 53]",49026,en,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",15.7909,/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,2012-07-17,The Dark Knight Rises,False,7.786,23373,49026,https://image.tmdb.org/t/p/w500/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg
367,367,False,/XSTGtPVegdHD1xy5GPuK0tURTQ.jpg,"[28, 12, 14]",464052,en,Wonder Woman 1984,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,19.4405,/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg,2020-12-16,Wonder Woman 1984,False,6.405,8690,464052,https://image.tmdb.org/t/p/w500/8UlWHLMpgZm9bx6QYh0NFoq67TZ.jpg
368,368,False,/wXsQvli6tWqja51pYxXNG1LFIGV.jpg,"[10751, 16, 18]",8587,en,The Lion King,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.",14.5982,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,1994-06-15,The Lion King,False,8.258,18878,8587,https://image.tmdb.org/t/p/w500/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg
369,369,False,/5d1sQtAKsbVjdUuzXWoh2vKtyy7.jpg,"[28, 18, 35]",897160,ko,용감한 시민,"An expelled boxing champion, who now is a high-school teacher, witnesses intolerable violence and throws her first punch to build justice against it, while putting on a mask.",13.418,/ixQoOExnnvIxYvnqGgfhaWqXeXc.jpg,2023-10-25,Brave Citizen,False,7.0,52,897160,https://image.tmdb.org/t/p/w500/ixQoOExnnvIxYvnqGgfhaWqXeXc.jpg
370,370,False,/5mzr6JZbrqnqD8rCEvPhuCE5Fw2.jpg,"[28, 878, 27]",615656,en,Meg 2: The Trench,An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.,13.6582,/4m1Au3YkjqsxF8iwQy0fPYSxE0h.jpg,2023-08-02,Meg 2: The Trench,False,6.426,3645,615656,https://image.tmdb.org/t/p/w500/4m1Au3YkjqsxF8iwQy0fPYSxE0h.jpg
371,371,False,/fRGxZuo7jJUWQsVg9PREb98Aclp.jpg,"[18, 10402]",244786,en,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",17.1771,/7fn624j5lj3xTme2SgiLCeuedmO.jpg,2014-10-10,Whiplash,False,8.377,15775,244786,https://image.tmdb.org/t/p/w500/7fn624j5lj3xTme2SgiLCeuedmO.jpg
372,372,False,/3CvNc04vTwTir5q3LBDuvUb8Ng6.jpg,"[16, 10751, 878]",10681,en,WALL·E,"What if mankind had to leave Earth and somebody forgot to turn the last robot off? After hundreds of years doing what he was built for, WALL•E discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.",14.0098,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,2008-06-22,WALL·E,False,8.101,19359,10681,https://image.tmdb.org/t/p/w500/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg
373,373,False,/uWeffFhprUohUL5GO3YfQqdsVrI.jpg,"[28, 53]",615457,en,Nobody,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",13.096,/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg,2021-03-18,Nobody,False,7.922,7496,615457,https://image.tmdb.org/t/p/w500/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg
374,374,False,,[27],910838,es,Bella,,17.4736,/yEzD4vununNH9eBiSDXQnDw3Qug.jpg,2021-10-28,Bella,False,6.667,3,910838,https://image.tmdb.org/t/p/w500/yEzD4vununNH9eBiSDXQnDw3Qug.jpg
375,375,False,/eFlx3fW8FHXOktGa7Tzy57RajtG.jpg,"[18, 10749]",1357459,tl,Tatsulok: Tatlo Magkasalo,"Story about a happily married couple visited by an old friend, who ends up stirring the pot by becoming sexually involved with both the husband and the wife.",14.0127,/zcmPxGIBxxsGVyYuzNWPCWjlQ8X.jpg,2024-10-11,Triangle,False,5.667,12,1357459,https://image.tmdb.org/t/p/w500/zcmPxGIBxxsGVyYuzNWPCWjlQ8X.jpg
376,376,False,/39gQ0wzN2N2VPLgwpzr3ebbh0jl.jpg,"[28, 12]",177677,en,Mission: Impossible - Rogue Nation,"Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.",13.4877,/jwqL7croP7JMVfz0l9o7V4yJsJO.jpg,2015-07-28,Mission: Impossible - Rogue Nation,False,7.214,9194,177677,https://image.tmdb.org/t/p/w500/jwqL7croP7JMVfz0l9o7V4yJsJO.jpg
377,377,False,/8NEvnVKeGMLEXG45MMNqxJLcM4y.jpg,"[16, 28, 14, 53]",820232,ja,鬼滅の刃 兄妹の絆,"A recap of Kimetsu no Yaiba episodes 1–5, with new footage and special end credits. Tanjiro Kamado returns home to find his family slaughtered and the lone survivor, his sister Nezuko, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again.",14.7285,/vJUDoYNNKvBqbEPUskgvzPXGEFz.jpg,2019-03-29,Demon Slayer: Kimetsu no Yaiba - Sibling's Bond,False,7.9,220,820232,https://image.tmdb.org/t/p/w500/vJUDoYNNKvBqbEPUskgvzPXGEFz.jpg
378,378,False,/ag66gJCiZ06q1GSJuQlhGLi3Udx.jpg,"[27, 53]",1138194,en,Heretic,"Two young missionaries are forced to prove their faith when they knock on the wrong door and are greeted by a diabolical Mr. Reed, becoming ensnared in his deadly game of cat-and-mouse.",14.8289,/fr96XzlzsONrQrGfdLMiwtQjott.jpg,2024-10-31,Heretic,False,6.985,1932,1138194,https://image.tmdb.org/t/p/w500/fr96XzlzsONrQrGfdLMiwtQjott.jpg
379,379,False,/deUWVEgNh2IGjShyymZhaYP40ye.jpg,"[28, 12, 53]",1356039,es,Contraataque,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",14.5969,/38I76hGcFY6xB47pjm7pZwkfuAF.jpg,2025-02-27,Counterattack,False,8.315,718,1356039,https://image.tmdb.org/t/p/w500/38I76hGcFY6xB47pjm7pZwkfuAF.jpg
380,380,False,/6cpRpfD3isvluFwXDGSiDVyibPJ.jpg,"[10749, 18]",829560,pl,Kolejne 365 dni,Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues while a tenacious Nacho works to push them apart.,14.6413,/5r9RI0IqztfZJ4C4uSdyoiFYvOB.jpg,2022-08-18,The Next 365 Days,False,6.371,1230,829560,https://image.tmdb.org/t/p/w500/5r9RI0IqztfZJ4C4uSdyoiFYvOB.jpg
381,381,False,/AmR3JG1VQVxU8TfAvljUhfSFUOx.jpg,"[27, 878]",348,en,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",14.4593,/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg,1979-05-25,Alien,False,8.164,15439,348,https://image.tmdb.org/t/p/w500/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg
382,382,False,/y2Ca1neKke2mGPMaHzlCNDVZqsK.jpg,"[28, 35, 53]",718930,en,Bullet Train,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",13.1147,/zTgMFlHG5D1EqdQDhfOTAsyzGoX.jpg,2022-08-03,Bullet Train,False,7.434,6770,718930,https://image.tmdb.org/t/p/w500/zTgMFlHG5D1EqdQDhfOTAsyzGoX.jpg
383,383,False,/yizL4cEKsVvl17Wc1mGEIrQtM2F.jpg,"[28, 878, 12]",588228,en,The Tomorrow War,"The world is stunned when a group of time travelers arrive from the year 2051 to deliver an urgent message: Thirty years in the future, mankind is losing a global war against a deadly alien species. The only hope for survival is for soldiers and civilians from the present to be transported to the future and join the fight. Among those recruited is high school teacher and family man Dan Forester. Determined to save the world for his young daughter, Dan teams up with a brilliant scientist and his estranged father in a desperate quest to rewrite the fate of the planet.",14.0222,/34nDCQZwaEvsy4CFO5hkGRFDCVU.jpg,2021-09-03,The Tomorrow War,False,7.504,3764,588228,https://image.tmdb.org/t/p/w500/34nDCQZwaEvsy4CFO5hkGRFDCVU.jpg
384,384,False,/vVpEOvdxVBP2aV166j5Xlvb5Cdc.jpg,"[28, 53, 80]",458156,en,John Wick: Chapter 3 - Parabellum,"Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.",15.8418,/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,2019-05-15,John Wick: Chapter 3 - Parabellum,False,7.443,11096,458156,https://image.tmdb.org/t/p/w500/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg
385,385,False,/o2wYH40zW0JIYiYUTu6L4gsNy7E.jpg,"[878, 12, 28]",1979,en,Fantastic Four: Rise of the Silver Surfer,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",16.9965,/f3ldtPF7SESMcyAIyIJHBLlBBkr.jpg,2007-06-13,Fantastic Four: Rise of the Silver Surfer,False,5.6,8032,1979,https://image.tmdb.org/t/p/w500/f3ldtPF7SESMcyAIyIJHBLlBBkr.jpg
386,386,False,/8ZOKxGpGTc3YVduorvBIbQhncBu.jpg,[27],259693,en,The Conjuring 2,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,14.16,/zEqyD0SBt6HL7W9JQoWwtd5Do1T.jpg,2016-06-08,The Conjuring 2,False,7.292,8665,259693,https://image.tmdb.org/t/p/w500/zEqyD0SBt6HL7W9JQoWwtd5Do1T.jpg
387,387,False,/kg2FOT2Oe5PSCgs3L4vLel6B7ck.jpg,"[28, 27, 878, 53]",72190,en,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",13.4761,/aCnVdvExw6UWSeQfr0tUH3jr4qG.jpg,2013-06-19,World War Z,False,6.822,15817,72190,https://image.tmdb.org/t/p/w500/aCnVdvExw6UWSeQfr0tUH3jr4qG.jpg
388,388,False,/hRO4TS0IlH9UJW2PGuuFBYdXZgC.jpg,[27],1356236,en,Saint Catherine,An orphaned girl is rescued from a satanic ritual and taken to Saint Catherine Institute for homeless youth. There she will learn new skills while facing demons that stalk her.,15.2875,/hBJdzKPeDaC96AzlrtMWBomYSZV.jpg,2024-09-24,Saint Catherine,False,6.697,61,1356236,https://image.tmdb.org/t/p/w500/hBJdzKPeDaC96AzlrtMWBomYSZV.jpg
389,389,False,/rlay2M5QYvi6igbGcFjq8jxeusY.jpg,"[80, 53, 18]",475557,en,Joker,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",15.5981,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,2019-10-01,Joker,False,8.134,26618,475557,https://image.tmdb.org/t/p/w500/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg
390,390,False,/q62bpQ67qaXY0u6b2wFEnQYIbPd.jpg,"[10751, 12, 16, 35, 14]",301528,en,Toy Story 4,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",12.199,/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,2019-06-19,Toy Story 4,False,7.472,10075,301528,https://image.tmdb.org/t/p/w500/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg
391,391,False,/4uEVhE07sSEg3t9MdudCjXWt9fG.jpg,[27],1152619,en,Possessions,"Follows a father who seeks a fresh start with his son after the loss of his wife, and purchased a storage unit facility sight unseen, but secrets buried behind the metal doors become a parent's worst nightmare.",13.8932,/39a7zYZvkGfs7EOVVK3dQlWyYJ0.jpg,2024-04-12,Possessions,False,5.471,34,1152619,https://image.tmdb.org/t/p/w500/39a7zYZvkGfs7EOVVK3dQlWyYJ0.jpg
392,392,False,/1YMrOtrW7b4pL2lfD8UciZPOJGs.jpg,"[18, 53]",974576,en,Conclave,"After the unexpected death of the Pope, Cardinal Lawrence is tasked with managing the covert and ancient ritual of electing a new one. Sequestered in the Vatican with the Catholic Church’s most powerful leaders until the process is complete, Lawrence finds himself at the center of a conspiracy that could lead to its downfall.",13.1911,/m5x8D0bZ3eKqIVWZ5y7TnZ2oTVg.jpg,2024-10-25,Conclave,False,7.207,2750,974576,https://image.tmdb.org/t/p/w500/m5x8D0bZ3eKqIVWZ5y7TnZ2oTVg.jpg
393,393,False,/3tWw50B1xXlCnJ9A7NX4nNzZF4j.jpg,"[18, 35]",350,en,The Devil Wears Prada,"Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",15.3668,/8912AsVuS7Sj915apArUFbv6F9L.jpg,2006-06-29,The Devil Wears Prada,False,7.395,12404,350,https://image.tmdb.org/t/p/w500/8912AsVuS7Sj915apArUFbv6F9L.jpg
394,394,False,/fbtxosyHD5t3IMC26gumDcFX412.jpg,[18],999613,sr,Кристина,"Kristina is a transgender sex worker in Serbia. She plays herself in an eponymous film that portrays her daily life with reticence in accordance with the rules of fiction. We’re in Kristina’s home with her. With camp elegance, she contentedly arranges ikebana in the luxuriant, baroque shade of her garden. The surprisingly shrill ringtone of her telephone disrupts the idyllic scene and Kristina reels off the prices of her services to the caller. Tracing an inner journey in the secret calm of churches and forests, the film also opens up a space of confession in its core, in frontal shots where Kristina tells her story. It does not, however, follow the path of repentance. On the contrary, it asserts the profound freedom of a modern woman, captured majestically in a bold portrait with strokes inspired by iconostases that tend towards the divine.",13.8923,/24puSVzsM5YbvcgSeWXQk35iBsc.jpg,2022-07-07,Kristina,False,6.25,4,999613,https://image.tmdb.org/t/p/w500/24puSVzsM5YbvcgSeWXQk35iBsc.jpg
395,395,False,/9vAoubhoZE8aSkUZoSfxs3UWZhO.jpg,"[53, 28, 80]",156022,en,The Equalizer,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",15.9797,/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg,2014-09-24,The Equalizer,False,7.279,9410,156022,https://image.tmdb.org/t/p/w500/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg
396,396,False,/hKmRJ4pWBjhVOhgLAFzXddpc69p.jpg,"[12, 16, 18, 10751]",589018,fr,Sauvages,"In Borneo, near the tropical forest, Kéria rescues a baby orangutang in the palm oil plantation where her father works. Kéria's cousin Selaï comes to live with them seeking refuge from the conflict between his indigenous tribe and the logging companies. Kéria, Selaï and the little orangutang, now named Oshi, will have to fight against their forest’s destruction.",14.4948,/qC6yrKvmIEnkFVjpp0U7u02SiDQ.jpg,2024-10-16,Savages,False,6.865,26,589018,https://image.tmdb.org/t/p/w500/qC6yrKvmIEnkFVjpp0U7u02SiDQ.jpg
397,397,False,/youmOAJwM4XCoHAgeYNXACA7Buc.jpg,"[16, 12, 35, 10751]",676685,nl,Pandabeer in Afrika,"A young adventurous panda travels from China to Africa to rescue his best friend, Jielong the Dragon, who has been kidnapped. On his journey, he discovers a strange amazing new world of mountains, deserts and jungles.",14.516,/wxpu7svVqA0ALYpofQBPujGelN3.jpg,2024-03-15,Panda Bear in Africa,False,6.836,58,676685,https://image.tmdb.org/t/p/w500/wxpu7svVqA0ALYpofQBPujGelN3.jpg
398,398,False,/kGzFbGhp99zva6oZODW5atUtnqi.jpg,"[18, 80]",240,en,The Godfather Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",16.8095,/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg,1974-12-20,The Godfather Part II,False,8.571,13067,240,https://image.tmdb.org/t/p/w500/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg
399,399,False,/7dzngS8pLkGJpyeskCFcjPO9qLF.jpg,"[28, 53]",245891,en,John Wick,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,13.7319,/fZPSd91yGE9fCcCe6OoQr6E3Bev.jpg,2014-10-22,John Wick,False,7.45,19877,245891,https://image.tmdb.org/t/p/w500/fZPSd91yGE9fCcCe6OoQr6E3Bev.jpg
400,400,False,/ih4lZkUpmSE7AP3maymiO72xJ1z.jpg,"[28, 53, 12]",56292,en,Mission: Impossible - Ghost Protocol,"Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",13.1258,/psiWp3VTjznfokmGQG9uqiiknQQ.jpg,2011-12-07,Mission: Impossible - Ghost Protocol,False,7.101,10256,56292,https://image.tmdb.org/t/p/w500/psiWp3VTjznfokmGQG9uqiiknQQ.jpg
401,401,False,/As7NuiDRM4EO7LlJn2u8JWWsABp.jpg,[35],9614,en,Happy Gilmore,"Failed hockey player-turned-golf whiz Happy Gilmore — whose unconventional approach and antics on the green courts the ire of rival Shooter McGavin — is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",15.7777,/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,1996-02-16,Happy Gilmore,False,6.647,2832,9614,https://image.tmdb.org/t/p/w500/epFP29rGrLPseuKxpz3mGKr23Do.jpg
402,402,False,/ruqcHnXZvszzPB4dvDuQI7DT7Wd.jpg,[10749],694943,ko,배달노출: 알몸으로 유혹하기,"Seok, who wants to try perverted sex, pesters Hyun-jin every day, but Hyun-jin rejects it saying she only like normal things.  And then one day while delivering chicken, he found So-ra and Hyun-soo, a couple who enjoys delivery exposures.  Frustrated as he is with Hyun-jin, he starts neglecting her and became more and more hooked with the So-ra couple.  To recover their relationship, Hyun-jin goes on a date with Seok. But then a call came for him. The couple invites him for sex.  Will he be having a date with his wife, or will he accept the invitation he may only get once in a lifetime?  What would be his choice?",15.6159,/km7xKnZoHUXqiozCGzauunMp9OF.jpg,2020-04-10,Pizza Dare 1,False,6.6,10,694943,https://image.tmdb.org/t/p/w500/km7xKnZoHUXqiozCGzauunMp9OF.jpg
403,403,False,/aQ5nvQGT6mM6TliOM5iSgrKVF4C.jpg,"[53, 18]",1097311,en,Echo Valley,"Kate lives a secluded life—until her troubled daughter shows up, frightened and covered in someone else's blood. As Kate unravels the shocking truth, she learns just how far a mother will go to try to save her child.",14.5246,/3Ey3HuqZdrx1rfxRkfiOXDFtvtl.jpg,2025-06-13,Echo Valley,False,6.516,219,1097311,https://image.tmdb.org/t/p/w500/3Ey3HuqZdrx1rfxRkfiOXDFtvtl.jpg
404,404,False,/lXPV1eael4RXaVBnlBG0faihldJ.jpg,"[28, 80]",408866,ja,RE:BORN,A former special forces operative struggling to contain the destructive impulses of his past goes on a rampage against a squad of ruthless assassins.,14.4057,/y14VzRr1er9DNiJffToo763esMe.jpg,2016-09-24,RE:BORN,False,7.113,231,408866,https://image.tmdb.org/t/p/w500/y14VzRr1er9DNiJffToo763esMe.jpg
405,405,False,/hr3yzjzfsiNxWqlDgRTSHgYB7fz.jpg,"[27, 28, 12, 53]",1232933,en,Fear Below,A rag-tag team of divers attempting to salvage a sunken car from a river are thwarted by a highly aggressive bull shark.,14.0578,/obK2G8huZWeAQEgOz1I47AkzHYh.jpg,2025-05-02,Fear Below,False,6.481,80,1232933,https://image.tmdb.org/t/p/w500/obK2G8huZWeAQEgOz1I47AkzHYh.jpg
406,406,False,/4s2d3xdyqotiVNHTlTlJjrr3q0H.jpg,"[12, 10751, 16, 28, 35]",177572,en,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",14.5219,/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,2014-10-24,Big Hero 6,False,7.727,15991,177572,https://image.tmdb.org/t/p/w500/2mxS4wUimwlLmI1xp6QW6NSU361.jpg
407,407,False,/nv5wwZou159v5OC61i4ElR7OqyY.jpg,"[14, 16, 12]",4935,ja,ハウルの動く城,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",15.0465,/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg,2004-09-09,Howl's Moving Castle,False,8.397,10408,4935,https://image.tmdb.org/t/p/w500/13kOl2v0nD2OLbVSHnHk8GUFEhO.jpg
408,408,False,/nP3y0TkR6XniFs9J53qQkg4Bnnk.jpg,"[18, 35]",10625,en,Mean Girls,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",14.6098,/alKvY5LuVcXraRBfi5UtVV8Ii6Y.jpg,2004-04-30,Mean Girls,False,7.2,9071,10625,https://image.tmdb.org/t/p/w500/alKvY5LuVcXraRBfi5UtVV8Ii6Y.jpg
409,409,False,/kMZIMqEXO5MFd5Y1Ha2jZZF4pvF.jpg,"[27, 9648]",882598,en,Smile,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain.",14.0541,/aPqcQwu4VGEewPhagWNncDbJ9Xp.jpg,2022-09-23,Smile,False,6.662,3646,882598,https://image.tmdb.org/t/p/w500/aPqcQwu4VGEewPhagWNncDbJ9Xp.jpg
